,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1262,6625-UTXEW,0,0,1,0,12,1,0,0,0,2,0,0,0,0,0,1,2,51.25,4442.75,No
1263,6818-WOBHJ,0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.5999984741211,1423.15,Yes
1264,6244-BESBM,1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.19999694824219,4378.35,No
1265,1004-NOZNR,1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.80000305175781,74.2,No
1266,1251-STYSZ,0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,2716.3,No
1267,2612-PHGOX,1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.0999984741211,70.1,No
1268,2408-TZMJL,1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.1500015258789,450.65,Yes
1269,8480-PPONV,1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55000305175781,1175.85,No
1270,8780-IHCRN,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.649999618530273,558.8,No
1271,4598-ZADCK,0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.599998474121094,2220.1,No
1272,1257-SXUXQ,1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,19.450000762939453,3283.05,No
1273,9681-KYGYB,1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,88.19999694824219,142.35,No
1274,7182-OVLBJ,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.1500015258789,4939.25,No
1275,5095-ETBRJ,0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.79999923706055,4237.5,No
1276,7005-CYUIL,0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4000015258789,335.95,No
1277,4821-WQOYN,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,20.100000381469727,33.2,No
1278,4730-AWNAU,1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.70000076293945,7188.5,No
1279,3452-FLHYD,1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.950000762939453,926.25,No
1280,2388-LAESQ,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.8499984741211,1119.35,No
1281,9531-NSBMR,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,116.6,No
1282,6260-ONULR,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.79999923706055,68.8,No
1283,4389-UEFCZ,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,287.4,No
1284,8711-LOBKY,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.850000381469727,2341.55,No
1285,9134-CEQMF,1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,1362.85,Yes
1286,8985-OOPOS,0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.0999984741211,163.6,No
1287,8800-ZKRFW,0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,2254.2,No
1288,2616-FLVQC,1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,19.549999237060547,145.15,No
1289,9968-FFVVH,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.80000305175781,7752.3,No
1290,3108-PCCGG,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.44999694824219,6585.35,No
1291,7993-PYKOF,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75.0,4786.1,Yes
1292,8390-FESFV,0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,3835.55,No
1293,3022-BEXHZ,1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.19999694824219,397.0,No
1294,5027-XWQHA,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,19.7,Yes
1295,6248-TKCQV,0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.5999984741211,1027.25,No
1296,6729-GDNGC,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.69999694824219,1580.1,No
1297,6198-ZFIOJ,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.5999984741211,7222.75,No
1298,5989-OMNJE,0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.599998474121094,3769.7,No
1299,4566-QVRRW,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.04999923706055,4233.95,Yes
1300,1291-CUOCY,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.5999984741211,1680.25,No
1301,9795-SHUHB,0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,58.20000076293945,3725.5,No
1302,3230-IUALN,0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,3,81.0,413.65,No
1303,0042-RLHYP,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.700000762939453,7707.7,No
1304,8519-IMDHU,1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.5999984741211,714.15,Yes
1305,4945-RVMTE,0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.54999923706055,2497.2,No
1306,0201-OAMXR,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55000305175781,8309.55,Yes
1307,1866-NXPSP,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55000305175781,601.55,No
1308,3372-KWFBM,1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.5999984741211,139.25,Yes
1309,7831-QGOXH,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.19999694824219,1888.25,Yes
1310,6393-WRYZE,0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.6500015258789,2773.9,Yes
1311,3941-XTSKM,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.099998474121094,5409.75,No
1312,1661-CZBAU,1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.94999694824219,5643.4,No
1313,6599-RCLCJ,1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55000305175781,197.7,Yes
1314,9831-BPFRI,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55000305175781,401.3,Yes
1315,5158-RIVOP,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.899999618530273,3238.4,No
1316,9788-YTFGE,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.950000762939453,1573.05,No
1317,9277-JOOMO,0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,24.600000381469727,79.15,No
1318,1907-YLNYW,1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.69999694824219,235.8,No
1319,1725-MIMXW,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.450000762939453,1364.75,Yes
1320,8947-YRTDV,1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.80000305175781,1985.15,No
1321,3161-ONRWK,1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.8499984741211,655.85,No
1322,0114-RSRRW,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.950000762939453,303.15,No
1323,4565-NLZBV,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.649999618530273,4335.2,No
1324,0031-PVLZI,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.350000381469727,647.5,Yes
1325,7206-GZCDC,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1574.45,Yes
1326,6682-VCIXC,0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,2748.7,No
1327,4791-QRGMF,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,2483.65,Yes
1328,6475-VHUIZ,0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,2,54.25,6367.2,No
1329,3910-MRQOY,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.399999618530273,4904.2,No
1330,0661-WCQNQ,1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,56.25,2044.95,No
1331,7537-RBWEA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.149999618530273,1794.8,No
1332,4656-CAURT,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.950000762939453,7173.15,No
1333,0121-SNYRK,1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,3,35.400001525878906,6441.4,No
1334,1768-ZAIFU,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.200000762939453,7039.05,Yes
1335,4671-LXRDQ,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,921.4,Yes
1336,3733-LSYCE,0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.3499984741211,4018.35,No
1337,6265-FRMTQ,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.399999618530273,5448.6,No
1338,1934-SJVJK,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.149999618530273,20.25,Yes
1339,3838-OZURD,1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,49.9,Yes
1340,1371-DWPAZ,0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,56.04999923706055,2085.45,No
1341,9269-CQOOL,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,54.70000076293945,1358.85,Yes
1342,2017-CCBLH,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.0,5135.15,No
1343,7690-KPNCU,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05000305175781,730.1,No
1344,0536-BGFMZ,0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,2869.85,No
1345,2293-IJWPS,0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,100.75,118.25,No
1346,2845-HSJCY,0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,49.25,Yes
1347,5469-NUJUR,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,19.950000762939453,1108.6,No
1348,1184-PJVDB,1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,79.94999694824219,1815.65,Yes
1349,2625-TRCZQ,0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.650001525878906,730.4,No
1350,4102-HLENU,0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,65.6500015258789,75.45,No
1351,7266-GSSJX,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.450000762939453,5071.05,No
1352,7722-VJRQD,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95000076293945,4014.6,No
1353,7073-QETQY,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.350000381469727,568.85,No
1354,9415-DPEWS,0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.3499984741211,5860.7,Yes
1355,5624-RYAMH,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,19.5,7279.35,No
1356,0196-JTUQI,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,75.19999694824219,1064.95,No
1357,7130-YXBRO,1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.44999694824219,5769.6,No
1358,9272-LSVYH,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.1500015258789,5886.85,No
1359,7943-RQCHR,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,94.75,4238.45,Yes
1360,3793-MMFUH,0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.05000305175781,20.3,Yes
1361,3249-ZPQRG,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.44999694824219,418.3,Yes
1362,2568-BRGYX,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.19999694824219,136.05,Yes
1363,3084-DOWLE,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,708.2,No
1364,1084-MNSMJ,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,788.55,No
1365,7721-JXEAW,1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.04999923706055,700.85,Yes
1366,7249-WBIYX,1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.5999984741211,4378.8,Yes
1367,4238-HFHSN,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.1500015258789,3442.8,No
1368,6250-CGGUN,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4000015258789,181.7,No
1369,5478-JJVZK,0,0,0,0,33,1,2,0,2,2,0,0,0,0,0,1,3,60.900001525878906,7171.7,No
1370,7596-IIWYC,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,0,20.25,4016.85,No
1371,6567-HOOPW,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.19999694824219,553.0,Yes
1372,9793-WECQC,1,0,0,0,23,1,0,1,0,2,0,0,2,2,0,0,3,95.30000305175781,96.85,No
1373,4291-HPAXL,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.850000381469727,4122.9,No
1374,8999-YPYBV,1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.3499984741211,1482.3,No
1375,1839-FBNFR,0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,1,0,19.850000381469727,74.3,No
1376,3164-AALRN,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,1240.8,Yes
1377,3071-MVJCD,1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.30000305175781,44.65,No
1378,1697-BCSHV,0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.80000305175781,1095.3,No
1379,0562-KBDVM,0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.599998474121094,788.8,No
1380,1131-SUEKT,1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,98.44999694824219,6578.55,No
1381,3717-OEAUQ,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,70.69999694824219,19.55,No
1382,4538-WNTMJ,0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,24.950000762939453,2802.3,No
1383,3334-CTHOL,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95000076293945,857.75,Yes
1384,4704-ERYFC,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,184.4,Yes
1385,9432-RUVSL,0,0,0,0,48,1,0,1,2,0,2,2,2,2,2,1,1,102.5,364.55,No
1386,8060-HIWJJ,1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55000305175781,6093.3,No
1387,7684-XSZIY,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.299999237060547,1861.1,No
1388,9089-UOWJG,0,0,1,1,12,1,0,0,0,0,2,0,2,0,0,1,1,58.349998474121094,20.4,No
1389,8621-MNIHH,0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,1079.65,Yes
1390,8039-ACLPL,0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,68.75,7475.1,No
1391,9885-AIBVB,1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,85.80000305175781,2862.55,No
1392,1934-MKPXS,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.100000381469727,3069.45,No
1393,2592-YKDIF,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.350000381469727,2349.8,No
1394,2272-JKMSI,0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.80000305175781,469.25,No
1395,0471-LVHGK,1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73.0,4213.35,Yes
1396,9518-RWHZL,0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05000305175781,3301.05,Yes
1397,8714-CTZJW,0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.8499984741211,3529.95,No
1398,3569-EDBPQ,0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.3499984741211,7723.7,No
1399,3131-NWVFJ,0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.549999237060547,4144.9,No
1400,7521-YXVZY,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.950000762939453,4265.0,No
1401,5419-CONWX,0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.80000305175781,154.65,Yes
1402,6240-EURKS,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,3246.45,Yes
1403,2373-NTKOD,1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,8337.45,No
1404,1970-KKFWL,0,0,0,0,35,1,2,2,1,1,1,1,1,1,2,0,0,23.299999237060547,5731.4,No
1405,6960-HVYXR,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,6176.6,Yes
1406,9337-SRRNI,1,0,0,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.299999237060547,1905.4,No
1407,0895-UADGO,1,0,0,1,8,0,1,0,2,0,0,2,0,2,2,1,3,44.54999923706055,931.9,No
1408,5678-VFNEQ,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.0999984741211,7348.8,No
1409,5977-CKHON,0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55000305175781,776.25,No
1410,7024-OHCCK,0,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.8499984741211,5243.05,Yes
1411,2692-BUCFV,1,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,101.44999694824219,141.65,No
1412,7861-UVUFT,0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.30000305175781,7679.65,Yes
1413,1830-GGFNM,1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55000305175781,2954.5,No
1414,5302-BDJNT,1,0,0,0,35,1,2,1,0,0,2,2,2,0,0,0,2,95.5,1006.9,No
1415,5223-UZAVK,1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.30000305175781,2540.1,No
1416,4859-ZSRDZ,0,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,55.5,3097.2,No
1417,5651-WYIPH,0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.849998474121094,3807.35,No
1418,9350-VLHMB,1,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,89.55000305175781,2484.0,No
1419,3498-LZGQZ,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.149999618530273,5785.65,No
1420,8785-CJSHH,0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.80000305175781,2619.15,No
1421,5357-TZHPP,1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4000015258789,1524.85,Yes
1422,3870-SPZSI,0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05000305175781,2790.65,No
1423,0680-DFNNY,1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.0999984741211,1784.5,Yes
1424,7560-QRBXH,0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.950000762939453,3937.45,No
1425,7077-XJMET,1,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,74.1500015258789,2276.1,No
1426,8752-GHJFU,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,2029.05,No
1427,6896-SRVYQ,1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.8499984741211,802.35,No
1428,7767-UXAGJ,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45000076293945,418.4,Yes
1429,4652-ODEVH,1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.450000762939453,4653.25,No
1430,6510-UPNKS,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.799999237060547,275.9,No
1431,6718-BDGHG,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.8499984741211,343.45,No
1432,9046-DQMTP,1,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,20.75,2130.45,No
1433,6439-LAJXL,1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.94999694824219,1191.4,No
1434,1571-SAVHK,1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.94999694824219,50.5,Yes
1435,9052-VKDUW,0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4000015258789,2554.0,No
1436,9546-CQJSU,0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4000015258789,5589.45,Yes
1437,1666-JZPZT,1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,467.7,No
1438,5777-KJIRB,0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,74.4,No
1439,0506-LVNGN,0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55000305175781,3756.45,Yes
1440,7677-SJJJK,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.899999618530273,3334.9,No
1441,2480-EJWYP,0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.80000305175781,920.5,No
1442,3253-HKOKL,0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.30000305175781,3431.75,No
1443,7055-HNEOJ,1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.79999923706055,150.35,No
1444,5514-YQENT,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.1500015258789,2587.7,No
1445,3211-AAPKX,1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55000305175781,367.95,No
1446,8445-DNBAE,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.04999923706055,5125.75,No
1447,2951-QOQTK,1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.80000305175781,4801.1,Yes
1448,2958-NHPPS,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.850000381469727,6219.6,No
1449,6806-YDEUL,0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,19.55,No
1450,1735-XMJVH,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.350000381469727,550.1,No
1451,6890-PFRQX,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,7862.25,No
1452,0222-CNVPT,1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.79999923706055,1242.2,No
1453,5899-OUVKV,1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,4871.05,No
1454,8681-ICONS,1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,20.649999618530273,3190.65,No
1455,1621-YNCJH,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05000305175781,2666.75,No
1456,3473-XIIIT,0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,3533.6,Yes
1457,6362-QHAFM,1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.30000305175781,792.15,No
1458,7893-IXHRQ,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.549999237060547,295.65,Yes
1459,3070-BDOQC,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.6500015258789,1459.35,No
1460,2952-QAYZF,1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.30000305175781,4398.15,Yes
1461,6234-PFPXL,1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9000015258789,4297.95,No
1462,9824-QCJPK,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,167.3,No
1463,4763-PGDPO,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4000015258789,4096.9,Yes
1464,4283-IVYCI,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.94999694824219,3454.6,No
1465,1866-OBPNR,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.5999984741211,1286.0,No
1466,8205-MQUGY,1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.20000076293945,1387.0,No
1467,8970-ANWXO,0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,786.3,No
1468,9480-BQJEI,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.30000305175781,641.25,No
1469,5394-SVGJV,1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.80000305175781,705.45,Yes
1470,6979-TNDEU,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.200000762939453,345.5,No
1471,9777-WJJPR,1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.6500015258789,345.9,No
1472,9283-LZQOH,1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4000015258789,5811.8,Yes
1473,7079-QRCBC,0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,94.4,Yes
1474,9495-SKLKD,1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.94999694824219,124.45,No
1475,6048-UWKAL,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4000015258789,1375.6,No
1476,5067-DGXLL,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,3491.55,No
1477,5469-CTCWN,1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,7920.7,Yes
1478,9851-QXEEQ,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.69999694824219,6640.7,Yes
1479,6281-FKEWS,0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,49.04999923706055,55.0,No
1480,8898-KASCD,1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,35.54999923706055,718.1,No
1481,9242-TKFSV,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.0999984741211,320.4,No
1482,9290-SHCMB,0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.8499984741211,101.45,No
1483,0743-HNPFG,0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,1334.45,No
1484,2277-BKJKN,0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.19999694824219,3358.65,No
1485,9809-IMGCQ,1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.69999694824219,4764.0,Yes
1486,5208-HFSBT,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.04999923706055,350.3,Yes
1487,5035-PGZXH,0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.80000305175781,5703.0,No
1488,8695-WDYEA,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,69.5,No
1489,6543-JXSOO,0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,18.85,No
1490,8016-ZMGMO,0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.8499984741211,525.55,No
